fecha,producto,categoria,cantidad,precio_venta,costo,promo,stock_final,stock_inicial,is_holiday,producto_norm,product_id
2019-01-31,Electronic accessories,Electronic accessories,4.0,37.06,37.06,0,0,0,0,accessories electronic,PROD_ec3b6d061e
2019-02-26,Electronic accessories,Electronic accessories,6.0,90.7,90.7,0,0,0,0,accessories electronic,PROD_ec3b6d061e
2019-03-11,Home and lifestyle,Home and lifestyle,8.0,63.42,63.42,0,0,0,0,and home lifestyle,PROD_0976a9e082
2019-01-26,Fashion accessories,Fashion accessories,2.0,81.37,81.37,0,0,0,0,accessories fashion,PROD_c993e6031f
2019-03-12,Electronic accessories,Electronic accessories,3.0,10.59,10.59,0,0,0,0,accessories electronic,PROD_ec3b6d061e
2019-02-11,Health and beauty,Health and beauty,9.0,84.09,84.08999999999999,0,0,0,0,and beauty health,PROD_aafc543acc
2019-02-21,Fashion accessories,Fashion accessories,4.0,73.82,73.82,0,0,0,0,accessories fashion,PROD_c993e6031f
2019-03-09,Health and beauty,Health and beauty,10.0,51.94,51.94,0,0,0,0,and beauty health,PROD_aafc543acc
2019-01-20,Sports and travel,Sports and travel,2.0,93.14,93.14,0,0,0,0,and sports travel,PROD_75f6c13b2a
2019-01-28,Health and beauty,Health and beauty,5.0,17.41,17.41,0,0,0,0,and beauty health,PROD_aafc543acc
2019-03-05,Fashion accessories,Fashion accessories,5.0,44.22,44.22,0,0,0,0,accessories fashion,PROD_c993e6031f
2019-03-02,Electronic accessories,Electronic accessories,5.0,13.22,13.22,0,0,0,0,accessories electronic,PROD_ec3b6d061e
2019-01-11,Fashion accessories,Fashion accessories,1.0,89.69,89.69,0,0,0,0,accessories fashion,PROD_c993e6031f
2019-01-11,Food and beverages,Food and beverages,9.0,24.94,24.94,0,0,0,0,and beverages food,PROD_4e4afdb86b
2019-03-11,Health and beauty,Health and beauty,2.0,59.77,59.77,0,0,0,0,and beauty health,PROD_aafc543acc
2019-02-28,Fashion accessories,Fashion accessories,2.0,93.2,93.2,0,0,0,0,accessories fashion,PROD_c993e6031f
2019-01-05,Home and lifestyle,Home and lifestyle,4.0,62.65,62.65,0,0,0,0,and home lifestyle,PROD_0976a9e082
2019-02-02,Home and lifestyle,Home and lifestyle,8.0,93.87,93.87,0,0,0,0,and home lifestyle,PROD_0976a9e082
2019-01-01,Home and lifestyle,Home and lifestyle,8.0,47.59,47.59,0,0,0,0,and home lifestyle,PROD_0976a9e082
2019-02-09,Electronic accessories,Electronic accessories,3.0,81.4,81.39999999999999,0,0,0,0,accessories electronic,PROD_ec3b6d061e
2019-01-23,Fashion accessories,Fashion accessories,5.0,17.94,17.94,0,0,0,0,accessories fashion,PROD_c993e6031f
2019-01-07,Electronic accessories,Electronic accessories,4.0,77.72,77.72,0,0,0,0,accessories electronic,PROD_ec3b6d061e
2019-01-14,Food and beverages,Food and beverages,7.0,73.06,73.06,0,0,0,0,and beverages food,PROD_4e4afdb86b
2019-02-02,Food and beverages,Food and beverages,9.0,46.55,46.55,0,0,0,0,and beverages food,PROD_4e4afdb86b
2019-03-17,Fashion accessories,Fashion accessories,10.0,35.19,35.19,0,0,0,0,accessories fashion,PROD_c993e6031f
2019-03-02,Sports and travel,Sports and travel,2.0,14.39,14.39,0,0,0,0,and sports travel,PROD_75f6c13b2a
2019-03-16,Home and lifestyle,Home and lifestyle,4.0,23.75,23.75,0,0,0,0,and home lifestyle,PROD_0976a9e082
2019-01-06,Home and lifestyle,Home and lifestyle,8.0,58.9,58.9,0,0,0,0,and home lifestyle,PROD_0976a9e082
2019-01-29,Fashion accessories,Fashion accessories,4.0,32.62,32.62,0,0,0,0,accessories fashion,PROD_c993e6031f
2019-01-31,Electronic accessories,Electronic accessories,1.0,66.35,66.35,0,0,0,0,accessories electronic,PROD_ec3b6d061e
2019-02-05,Home and lifestyle,Home and lifestyle,6.0,25.91,25.91,0,0,0,0,and home lifestyle,PROD_0976a9e082
2019-02-13,Electronic accessories,Electronic accessories,4.0,32.25,32.25,0,0,0,0,accessories electronic,PROD_ec3b6d061e
2019-02-07,Electronic accessories,Electronic accessories,4.0,65.94,65.94,0,0,0,0,accessories electronic,PROD_ec3b6d061e
2019-03-19,Electronic accessories,Electronic accessories,9.0,75.06,75.06,0,0,0,0,accessories electronic,PROD_ec3b6d061e
2019-03-07,Fashion accessories,Fashion accessories,4.0,16.45,16.45,0,0,0,0,accessories fashion,PROD_c993e6031f
2019-03-13,Fashion accessories,Fashion accessories,4.0,38.3,38.3,0,0,0,0,accessories fashion,PROD_c993e6031f
2019-02-09,Sports and travel,Sports and travel,10.0,22.24,22.24,0,0,0,0,and sports travel,PROD_75f6c13b2a
2019-02-26,Sports and travel,Sports and travel,1.0,54.45,54.45,0,0,0,0,and sports travel,PROD_75f6c13b2a
2019-03-12,Sports and travel,Sports and travel,7.0,98.4,98.4,0,0,0,0,and sports travel,PROD_75f6c13b2a
2019-03-14,Home and lifestyle,Home and lifestyle,4.0,35.47,35.47,0,0,0,0,and home lifestyle,PROD_0976a9e082
2019-01-08,Food and beverages,Food and beverages,10.0,74.6,74.6,0,0,0,0,and beverages food,PROD_4e4afdb86b
2019-01-05,Home and lifestyle,Home and lifestyle,4.0,70.74,70.74,0,0,0,0,and home lifestyle,PROD_0976a9e082
2019-01-04,Home and lifestyle,Home and lifestyle,10.0,35.54,35.54,0,0,0,0,and home lifestyle,PROD_0976a9e082
2019-03-06,Sports and travel,Sports and travel,5.0,67.43,67.42999999999999,0,0,0,0,and sports travel,PROD_75f6c13b2a
2019-01-03,Health and beauty,Health and beauty,2.0,21.12,21.12,0,0,0,0,and beauty health,PROD_aafc543acc
2019-01-07,Home and lifestyle,Home and lifestyle,9.0,21.54,21.540000000000003,0,0,0,0,and home lifestyle,PROD_0976a9e082
2019-01-27,Home and lifestyle,Home and lifestyle,2.0,12.03,12.03,0,0,0,0,and home lifestyle,PROD_0976a9e082
2019-02-26,Health and beauty,Health and beauty,6.0,99.71,99.71,0,0,0,0,and beauty health,PROD_aafc543acc
2019-01-07,Fashion accessories,Fashion accessories,7.0,47.97,47.970000000000006,0,0,0,0,accessories fashion,PROD_c993e6031f
2019-01-07,Home and lifestyle,Home and lifestyle,10.0,21.82,21.82,0,0,0,0,and home lifestyle,PROD_0976a9e082
2019-02-02,Fashion accessories,Fashion accessories,4.0,95.42,95.42,0,0,0,0,accessories fashion,PROD_c993e6031f
2019-03-20,Fashion accessories,Fashion accessories,10.0,70.99,70.99,0,0,0,0,accessories fashion,PROD_c993e6031f
2019-03-20,Sports and travel,Sports and travel,10.0,44.02,44.02,0,0,0,0,and sports travel,PROD_75f6c13b2a
2019-02-15,Home and lifestyle,Home and lifestyle,8.0,69.96,69.96,0,0,0,0,and home lifestyle,PROD_0976a9e082
2019-03-06,Home and lifestyle,Home and lifestyle,1.0,37.0,37.0,0,0,0,0,and home lifestyle,PROD_0976a9e082
2019-01-06,Sports and travel,Sports and travel,1.0,15.34,15.34,0,0,0,0,and sports travel,PROD_75f6c13b2a
2019-03-04,Health and beauty,Health and beauty,6.0,99.83,99.83,0,0,0,0,and beauty health,PROD_aafc543acc
2019-03-12,Health and beauty,Health and beauty,4.0,47.67,47.67,0,0,0,0,and beauty health,PROD_aafc543acc
2019-02-20,Health and beauty,Health and beauty,5.0,66.68,66.67999999999999,0,0,0,0,and beauty health,PROD_aafc543acc
2019-03-24,Home and lifestyle,Home and lifestyle,1.0,74.86,74.86,0,0,0,0,and home lifestyle,PROD_0976a9e082
2019-01-31,Sports and travel,Sports and travel,9.0,23.75,23.75,0,0,0,0,and sports travel,PROD_75f6c13b2a
2019-01-25,Food and beverages,Food and beverages,7.0,48.51,48.51,0,0,0,0,and beverages food,PROD_4e4afdb86b
2019-02-03,Home and lifestyle,Home and lifestyle,7.0,94.88,94.88,0,0,0,0,and home lifestyle,PROD_0976a9e082
2019-01-24,Electronic accessories,Electronic accessories,10.0,40.3,40.3,0,0,0,0,accessories electronic,PROD_ec3b6d061e
2019-03-14,Electronic accessories,Electronic accessories,7.0,27.85,27.85,0,0,0,0,accessories electronic,PROD_ec3b6d061e
2019-02-18,Electronic accessories,Electronic accessories,1.0,62.48,62.48,0,0,0,0,accessories electronic,PROD_ec3b6d061e
2019-01-21,Food and beverages,Food and beverages,2.0,36.36,36.36,0,0,0,0,and beverages food,PROD_4e4afdb86b
2019-03-13,Health and beauty,Health and beauty,10.0,18.11,18.11,0,0,0,0,and beauty health,PROD_aafc543acc
2019-03-03,Electronic accessories,Electronic accessories,5.0,51.92,51.92,0,0,0,0,accessories electronic,PROD_ec3b6d061e
2019-03-29,Electronic accessories,Electronic accessories,4.0,28.84,28.84,0,0,0,0,accessories electronic,PROD_ec3b6d061e
2019-01-10,Home and lifestyle,Home and lifestyle,6.0,78.38,78.38,0,0,0,0,and home lifestyle,PROD_0976a9e082
2019-01-25,Home and lifestyle,Home and lifestyle,4.0,60.01,60.01,0,0,0,0,and home lifestyle,PROD_0976a9e082
2019-01-19,Home and lifestyle,Home and lifestyle,1.0,88.61,88.61,0,0,0,0,and home lifestyle,PROD_0976a9e082
2019-01-02,Fashion accessories,Fashion accessories,2.0,99.82,99.82,0,0,0,0,accessories fashion,PROD_c993e6031f
2019-03-12,Health and beauty,Health and beauty,1.0,39.01,39.01,0,0,0,0,and beauty health,PROD_aafc543acc
2019-02-25,Food and beverages,Food and beverages,1.0,48.61,48.61,0,0,0,0,and beverages food,PROD_4e4afdb86b
2019-03-18,Electronic accessories,Electronic accessories,4.0,51.19,51.19,0,0,0,0,accessories electronic,PROD_ec3b6d061e
2019-02-23,Electronic accessories,Electronic accessories,8.0,14.96,14.96,0,0,0,0,accessories electronic,PROD_ec3b6d061e
2019-03-26,Electronic accessories,Electronic accessories,7.0,72.2,72.2,0,0,0,0,accessories electronic,PROD_ec3b6d061e
2019-03-30,Sports and travel,Sports and travel,7.0,40.23,40.23,0,0,0,0,and sports travel,PROD_75f6c13b2a
2019-02-17,Home and lifestyle,Home and lifestyle,8.0,88.79,88.79,0,0,0,0,and home lifestyle,PROD_0976a9e082
2019-03-21,Electronic accessories,Electronic accessories,3.0,26.48,26.48,0,0,0,0,accessories electronic,PROD_ec3b6d061e
2019-03-05,Fashion accessories,Fashion accessories,2.0,81.91,81.91,0,0,0,0,accessories fashion,PROD_c993e6031f
2019-01-31,Sports and travel,Sports and travel,6.0,79.93,79.92999999999999,0,0,0,0,and sports travel,PROD_75f6c13b2a
2019-02-05,Fashion accessories,Fashion accessories,2.0,69.33,69.33,0,0,0,0,accessories fashion,PROD_c993e6031f
2019-02-01,Food and beverages,Food and beverages,5.0,14.23,14.23,0,0,0,0,and beverages food,PROD_4e4afdb86b
2019-03-07,Health and beauty,Health and beauty,9.0,15.55,15.55,0,0,0,0,and beauty health,PROD_aafc543acc
2019-02-10,Electronic accessories,Electronic accessories,10.0,78.13,78.13,0,0,0,0,accessories electronic,PROD_ec3b6d061e
2019-02-14,Food and beverages,Food and beverages,2.0,99.37,99.37,0,0,0,0,and beverages food,PROD_4e4afdb86b
2019-02-09,Food and beverages,Food and beverages,3.0,21.08,21.08,0,0,0,0,and beverages food,PROD_4e4afdb86b
2019-01-10,Electronic accessories,Electronic accessories,5.0,74.79,74.78999999999999,0,0,0,0,accessories electronic,PROD_ec3b6d061e
2019-03-11,Health and beauty,Health and beauty,7.0,29.67,29.67,0,0,0,0,and beauty health,PROD_aafc543acc
2019-02-18,Health and beauty,Health and beauty,4.0,44.07,44.07,0,0,0,0,and beauty health,PROD_aafc543acc
2019-02-26,Food and beverages,Food and beverages,9.0,22.93,22.93,0,0,0,0,and beverages food,PROD_4e4afdb86b
2019-01-18,Health and beauty,Health and beauty,1.0,39.42,39.42,0,0,0,0,and beauty health,PROD_aafc543acc
2019-02-15,Health and beauty,Health and beauty,6.0,15.26,15.26,0,0,0,0,and beauty health,PROD_aafc543acc
2019-03-08,Fashion accessories,Fashion accessories,5.0,61.77,61.77,0,0,0,0,accessories fashion,PROD_c993e6031f
2019-01-17,Home and lifestyle,Home and lifestyle,6.0,21.52,21.52,0,0,0,0,and home lifestyle,PROD_0976a9e082
2019-03-12,Sports and travel,Sports and travel,4.0,97.74,97.74,0,0,0,0,and sports travel,PROD_75f6c13b2a
2019-03-09,Food and beverages,Food and beverages,5.0,99.78,99.78,0,0,0,0,and beverages food,PROD_4e4afdb86b
2019-03-12,Food and beverages,Food and beverages,4.0,94.26,94.26,0,0,0,0,and beverages food,PROD_4e4afdb86b
2019-01-25,Health and beauty,Health and beauty,4.0,51.13,51.13,0,0,0,0,and beauty health,PROD_aafc543acc
2019-03-25,Electronic accessories,Electronic accessories,4.0,36.36,36.36,0,0,0,0,accessories electronic,PROD_ec3b6d061e
2019-02-07,Home and lifestyle,Home and lifestyle,9.0,22.02,22.02,0,0,0,0,and home lifestyle,PROD_0976a9e082
2019-02-17,Food and beverages,Food and beverages,3.0,32.9,32.9,0,0,0,0,and beverages food,PROD_4e4afdb86b
2019-02-03,Fashion accessories,Fashion accessories,5.0,77.02,77.02000000000001,0,0,0,0,accessories fashion,PROD_c993e6031f
2019-03-14,Food and beverages,Food and beverages,2.0,23.48,23.48,0,0,0,0,and beverages food,PROD_4e4afdb86b
2019-03-24,Sports and travel,Sports and travel,5.0,14.7,14.7,0,0,0,0,and sports travel,PROD_75f6c13b2a
2019-03-21,Electronic accessories,Electronic accessories,5.0,28.45,28.45,0,0,0,0,accessories electronic,PROD_ec3b6d061e
2019-03-19,Fashion accessories,Fashion accessories,9.0,76.4,76.4,0,0,0,0,accessories fashion,PROD_c993e6031f
2019-02-24,Sports and travel,Sports and travel,6.0,57.95,57.95,0,0,0,0,and sports travel,PROD_75f6c13b2a
2019-03-28,Electronic accessories,Electronic accessories,3.0,47.65,47.65,0,0,0,0,accessories electronic,PROD_ec3b6d061e
2019-02-05,Food and beverages,Food and beverages,9.0,42.82,42.82,0,0,0,0,and beverages food,PROD_4e4afdb86b
2019-02-10,Electronic accessories,Electronic accessories,3.0,48.09,48.09,0,0,0,0,accessories electronic,PROD_ec3b6d061e
2019-03-05,Health and beauty,Health and beauty,7.0,55.97,55.970000000000006,0,0,0,0,and beauty health,PROD_aafc543acc
2019-02-15,Health and beauty,Health and beauty,7.0,76.9,76.89999999999999,0,0,0,0,and beauty health,PROD_aafc543acc
2019-01-30,Food and beverages,Food and beverages,5.0,97.03,97.03,0,0,0,0,and beverages food,PROD_4e4afdb86b
2019-02-14,Sports and travel,Sports and travel,3.0,44.65,44.65,0,0,0,0,and sports travel,PROD_75f6c13b2a
2019-02-27,Fashion accessories,Fashion accessories,9.0,77.93,77.93,0,0,0,0,accessories fashion,PROD_c993e6031f
2019-02-04,Electronic accessories,Electronic accessories,1.0,71.95,71.95,0,0,0,0,accessories electronic,PROD_ec3b6d061e
2019-01-20,Home and lifestyle,Home and lifestyle,8.0,89.25,89.25,0,0,0,0,and home lifestyle,PROD_0976a9e082
2019-03-28,Electronic accessories,Electronic accessories,7.0,26.02,26.02,0,0,0,0,accessories electronic,PROD_ec3b6d061e
2019-02-27,Health and beauty,Health and beauty,10.0,13.5,13.5,0,0,0,0,and beauty health,PROD_aafc543acc
2019-02-15,Fashion accessories,Fashion accessories,10.0,99.3,99.3,0,0,0,0,accessories fashion,PROD_c993e6031f
2019-01-26,Electronic accessories,Electronic accessories,7.0,51.69,51.69,0,0,0,0,accessories electronic,PROD_ec3b6d061e
2019-03-14,Fashion accessories,Fashion accessories,7.0,54.73,54.73,0,0,0,0,accessories fashion,PROD_c993e6031f
2019-03-02,Home and lifestyle,Home and lifestyle,9.0,27.0,27.0,0,0,0,0,and home lifestyle,PROD_0976a9e082
2019-03-04,Electronic accessories,Electronic accessories,1.0,30.24,30.24,0,0,0,0,accessories electronic,PROD_ec3b6d061e
2019-01-07,Food and beverages,Food and beverages,4.0,89.14,89.14,0,0,0,0,and beverages food,PROD_4e4afdb86b
2019-03-08,Fashion accessories,Fashion accessories,10.0,37.55,37.55,0,0,0,0,accessories fashion,PROD_c993e6031f
2019-01-09,Sports and travel,Sports and travel,10.0,95.44,95.44,0,0,0,0,and sports travel,PROD_75f6c13b2a
2019-03-01,Electronic accessories,Electronic accessories,3.0,27.5,27.5,0,0,0,0,accessories electronic,PROD_ec3b6d061e
2019-03-16,Sports and travel,Sports and travel,1.0,74.97,74.97,0,0,0,0,and sports travel,PROD_75f6c13b2a
2019-02-17,Food and beverages,Food and beverages,8.0,80.96,80.96,0,0,0,0,and beverages food,PROD_4e4afdb86b
2019-02-27,Food and beverages,Food and beverages,8.0,94.47,94.47,0,0,0,0,and beverages food,PROD_4e4afdb86b
2019-03-07,Food and beverages,Food and beverages,2.0,99.79,99.79,0,0,0,0,and beverages food,PROD_4e4afdb86b
2019-01-21,Home and lifestyle,Home and lifestyle,6.0,73.22,73.22,0,0,0,0,and home lifestyle,PROD_0976a9e082
2019-02-19,Food and beverages,Food and beverages,4.0,41.24,41.24,0,0,0,0,and beverages food,PROD_4e4afdb86b
2019-01-06,Fashion accessories,Fashion accessories,4.0,81.68,81.68,0,0,0,0,accessories fashion,PROD_c993e6031f
2019-03-14,Electronic accessories,Electronic accessories,9.0,51.32,51.32,0,0,0,0,accessories electronic,PROD_ec3b6d061e
2019-03-24,Home and lifestyle,Home and lifestyle,4.0,65.94,65.94,0,0,0,0,and home lifestyle,PROD_0976a9e082
2019-01-27,Sports and travel,Sports and travel,10.0,14.36,14.36,0,0,0,0,and sports travel,PROD_75f6c13b2a
2019-03-06,Electronic accessories,Electronic accessories,9.0,21.5,21.5,0,0,0,0,accessories electronic,PROD_ec3b6d061e
2019-02-02,Electronic accessories,Electronic accessories,7.0,26.26,26.26,0,0,0,0,accessories electronic,PROD_ec3b6d061e
2019-01-25,Fashion accessories,Fashion accessories,2.0,60.96,60.96,0,0,0,0,accessories fashion,PROD_c993e6031f
2019-03-14,Home and lifestyle,Home and lifestyle,6.0,70.11,70.11,0,0,0,0,and home lifestyle,PROD_0976a9e082
2019-01-29,Fashion accessories,Fashion accessories,6.0,42.08,42.08,0,0,0,0,accessories fashion,PROD_c993e6031f
2019-01-03,Home and lifestyle,Home and lifestyle,5.0,67.09,67.09,0,0,0,0,and home lifestyle,PROD_0976a9e082
2019-01-14,Fashion accessories,Fashion accessories,5.0,96.7,96.7,0,0,0,0,accessories fashion,PROD_c993e6031f
2019-01-05,Home and lifestyle,Home and lifestyle,9.0,35.38,35.38,0,0,0,0,and home lifestyle,PROD_0976a9e082
2019-02-22,Sports and travel,Sports and travel,7.0,95.49,95.49,0,0,0,0,and sports travel,PROD_75f6c13b2a
2019-02-06,Fashion accessories,Fashion accessories,4.0,96.98,96.98,0,0,0,0,accessories fashion,PROD_c993e6031f
2019-01-30,Electronic accessories,Electronic accessories,4.0,23.65,23.65,0,0,0,0,accessories electronic,PROD_ec3b6d061e
2019-01-11,Sports and travel,Sports and travel,4.0,82.33,82.33,0,0,0,0,and sports travel,PROD_75f6c13b2a
2019-03-19,Electronic accessories,Electronic accessories,2.0,26.61,26.61,0,0,0,0,accessories electronic,PROD_ec3b6d061e
2019-01-14,Food and beverages,Food and beverages,5.0,99.69,99.69,0,0,0,0,and beverages food,PROD_4e4afdb86b
2019-03-01,Food and beverages,Food and beverages,4.0,74.89,74.89,0,0,0,0,and beverages food,PROD_4e4afdb86b
2019-01-06,Food and beverages,Food and beverages,5.0,40.94,40.94,0,0,0,0,and beverages food,PROD_4e4afdb86b
2019-01-31,Sports and travel,Sports and travel,1.0,75.82,75.82,0,0,0,0,and sports travel,PROD_75f6c13b2a
2019-03-11,Food and beverages,Food and beverages,6.0,46.77,46.77,0,0,0,0,and beverages food,PROD_4e4afdb86b
2019-02-20,Health and beauty,Health and beauty,10.0,32.32,32.32,0,0,0,0,and beauty health,PROD_aafc543acc
2019-01-27,Fashion accessories,Fashion accessories,9.0,54.07,54.07,0,0,0,0,accessories fashion,PROD_c993e6031f
2019-03-10,Food and beverages,Food and beverages,7.0,18.22,18.22,0,0,0,0,and beverages food,PROD_4e4afdb86b
2019-02-15,Fashion accessories,Fashion accessories,3.0,80.48,80.48,0,0,0,0,accessories fashion,PROD_c993e6031f
2019-01-26,Fashion accessories,Fashion accessories,10.0,37.95,37.95,0,0,0,0,accessories fashion,PROD_c993e6031f
2019-02-13,Electronic accessories,Electronic accessories,1.0,76.82,76.82,0,0,0,0,accessories electronic,PROD_ec3b6d061e
2019-03-09,Sports and travel,Sports and travel,10.0,52.26,52.260000000000005,0,0,0,0,and sports travel,PROD_75f6c13b2a
2019-03-06,Health and beauty,Health and beauty,1.0,79.74,79.74,0,0,0,0,and beauty health,PROD_aafc543acc
2019-01-24,Health and beauty,Health and beauty,5.0,77.5,77.5,0,0,0,0,and beauty health,PROD_aafc543acc
2019-03-13,Food and beverages,Food and beverages,5.0,54.27,54.27,0,0,0,0,and beverages food,PROD_4e4afdb86b
2019-03-15,Home and lifestyle,Home and lifestyle,9.0,13.59,13.59,0,0,0,0,and home lifestyle,PROD_0976a9e082
2019-03-05,Health and beauty,Health and beauty,6.0,41.06,41.06,0,0,0,0,and beauty health,PROD_aafc543acc
2019-03-04,Electronic accessories,Electronic accessories,9.0,19.24,19.24,0,0,0,0,accessories electronic,PROD_ec3b6d061e
2019-03-25,Food and beverages,Food and beverages,6.0,39.43,39.43,0,0,0,0,and beverages food,PROD_4e4afdb86b
2019-03-12,Home and lifestyle,Home and lifestyle,4.0,46.22,46.22,0,0,0,0,and home lifestyle,PROD_0976a9e082
2019-02-04,Home and lifestyle,Home and lifestyle,1.0,13.98,13.98,0,0,0,0,and home lifestyle,PROD_0976a9e082
2019-02-22,Fashion accessories,Fashion accessories,5.0,39.75,39.75,0,0,0,0,accessories fashion,PROD_c993e6031f
2019-02-16,Fashion accessories,Fashion accessories,7.0,97.79,97.79,0,0,0,0,accessories fashion,PROD_c993e6031f
2019-01-19,Sports and travel,Sports and travel,4.0,67.26,67.26,0,0,0,0,and sports travel,PROD_75f6c13b2a
2019-01-11,Food and beverages,Food and beverages,5.0,13.79,13.79,0,0,0,0,and beverages food,PROD_4e4afdb86b
2019-01-04,Fashion accessories,Fashion accessories,4.0,68.71,68.71,0,0,0,0,accessories fashion,PROD_c993e6031f
2019-03-04,Home and lifestyle,Home and lifestyle,4.0,56.53,56.53,0,0,0,0,and home lifestyle,PROD_0976a9e082
2019-01-28,Fashion accessories,Fashion accessories,5.0,23.82,23.82,0,0,0,0,accessories fashion,PROD_c993e6031f
2019-01-02,Health and beauty,Health and beauty,10.0,34.21,34.21,0,0,0,0,and beauty health,PROD_aafc543acc
2019-01-25,Sports and travel,Sports and travel,2.0,21.87,21.87,0,0,0,0,and sports travel,PROD_75f6c13b2a
2019-01-04,Health and beauty,Health and beauty,5.0,20.97,20.97,0,0,0,0,and beauty health,PROD_aafc543acc
2019-03-10,Sports and travel,Sports and travel,3.0,25.84,25.84,0,0,0,0,and sports travel,PROD_75f6c13b2a
2019-03-22,Home and lifestyle,Home and lifestyle,8.0,50.93,50.93,0,0,0,0,and home lifestyle,PROD_0976a9e082
2019-01-25,Health and beauty,Health and beauty,1.0,96.11,96.11,0,0,0,0,and beauty health,PROD_aafc543acc
2019-01-08,Home and lifestyle,Home and lifestyle,4.0,45.38,45.38,0,0,0,0,and home lifestyle,PROD_0976a9e082
2019-01-22,Health and beauty,Health and beauty,1.0,81.51,81.51,0,0,0,0,and beauty health,PROD_aafc543acc
2019-01-12,Health and beauty,Health and beauty,2.0,57.22,57.22,0,0,0,0,and beauty health,PROD_aafc543acc
2019-02-04,Electronic accessories,Electronic accessories,7.0,25.22,25.22,0,0,0,0,accessories electronic,PROD_ec3b6d061e
2019-03-28,Food and beverages,Food and beverages,3.0,38.6,38.6,0,0,0,0,and beverages food,PROD_4e4afdb86b
2019-01-23,Electronic accessories,Electronic accessories,3.0,84.05,84.05,0,0,0,0,accessories electronic,PROD_ec3b6d061e
2019-02-08,Fashion accessories,Fashion accessories,10.0,97.21,97.21,0,0,0,0,accessories fashion,PROD_c993e6031f
2019-03-19,Fashion accessories,Fashion accessories,8.0,25.42,25.42,0,0,0,0,accessories fashion,PROD_c993e6031f
2019-03-09,Fashion accessories,Fashion accessories,1.0,16.28,16.28,0,0,0,0,accessories fashion,PROD_c993e6031f
2019-01-02,Fashion accessories,Fashion accessories,9.0,40.61,40.61,0,0,0,0,accessories fashion,PROD_c993e6031f
2019-01-21,Health and beauty,Health and beauty,7.0,53.17,53.17,0,0,0,0,and beauty health,PROD_aafc543acc
2019-03-20,Food and beverages,Food and beverages,3.0,20.87,20.87,0,0,0,0,and beverages food,PROD_4e4afdb86b
2019-02-27,Sports and travel,Sports and travel,5.0,67.27,67.27000000000001,0,0,0,0,and sports travel,PROD_75f6c13b2a
2019-03-08,Home and lifestyle,Home and lifestyle,10.0,90.65,90.65,0,0,0,0,and home lifestyle,PROD_0976a9e082
2019-01-31,Fashion accessories,Fashion accessories,2.0,69.08,69.08,0,0,0,0,accessories fashion,PROD_c993e6031f
2019-03-08,Food and beverages,Food and beverages,2.0,43.27,43.27,0,0,0,0,and beverages food,PROD_4e4afdb86b
2019-01-13,Electronic accessories,Electronic accessories,6.0,23.46,23.46,0,0,0,0,accessories electronic,PROD_ec3b6d061e
2019-03-09,Fashion accessories,Fashion accessories,7.0,95.54,95.54,0,0,0,0,accessories fashion,PROD_c993e6031f
2019-02-22,Fashion accessories,Fashion accessories,1.0,47.44,47.44,0,0,0,0,accessories fashion,PROD_c993e6031f
2019-03-19,Sports and travel,Sports and travel,9.0,99.24,99.24,0,0,0,0,and sports travel,PROD_75f6c13b2a
2019-01-20,Sports and travel,Sports and travel,4.0,82.93,82.93,0,0,0,0,and sports travel,PROD_75f6c13b2a
2019-03-08,Home and lifestyle,Home and lifestyle,6.0,33.99,33.99,0,0,0,0,and home lifestyle,PROD_0976a9e082
2019-03-08,Food and beverages,Food and beverages,4.0,17.04,17.04,0,0,0,0,and beverages food,PROD_4e4afdb86b
2019-02-07,Electronic accessories,Electronic accessories,8.0,40.86,40.86,0,0,0,0,accessories electronic,PROD_ec3b6d061e
2019-01-15,Food and beverages,Food and beverages,5.0,17.44,17.44,0,0,0,0,and beverages food,PROD_4e4afdb86b
2019-03-22,Sports and travel,Sports and travel,8.0,88.43,88.43,0,0,0,0,and sports travel,PROD_75f6c13b2a
2019-01-15,Home and lifestyle,Home and lifestyle,9.0,89.21,89.21,0,0,0,0,and home lifestyle,PROD_0976a9e082
2019-01-08,Fashion accessories,Fashion accessories,1.0,12.78,12.78,0,0,0,0,accessories fashion,PROD_c993e6031f
2019-01-15,Sports and travel,Sports and travel,7.0,19.1,19.1,0,0,0,0,and sports travel,PROD_75f6c13b2a
2019-01-28,Health and beauty,Health and beauty,1.0,19.15,19.15,0,0,0,0,and beauty health,PROD_aafc543acc
2019-02-14,Food and beverages,Food and beverages,10.0,27.66,27.660000000000004,0,0,0,0,and beverages food,PROD_4e4afdb86b
2019-03-10,Fashion accessories,Fashion accessories,3.0,45.74,45.74,0,0,0,0,accessories fashion,PROD_c993e6031f
2019-01-12,Health and beauty,Health and beauty,1.0,27.07,27.07,0,0,0,0,and beauty health,PROD_aafc543acc
2019-03-26,Sports and travel,Sports and travel,1.0,39.12,39.12,0,0,0,0,and sports travel,PROD_75f6c13b2a
2019-01-01,Electronic accessories,Electronic accessories,6.0,74.71,74.71,0,0,0,0,accessories electronic,PROD_ec3b6d061e
2019-01-02,Electronic accessories,Electronic accessories,6.0,22.01,22.01,0,0,0,0,accessories electronic,PROD_ec3b6d061e
2019-03-16,Food and beverages,Food and beverages,5.0,63.61,63.61,0,0,0,0,and beverages food,PROD_4e4afdb86b
2019-03-03,Health and beauty,Health and beauty,1.0,25.0,25.0,0,0,0,0,and beauty health,PROD_aafc543acc
